,BIA,BIA Latitude,BIA Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Rating
178,Church-Wellesley Village,43.6644381876,-79.3807103696,59f34bbca6031c3248ee7dfc,The Drink,43.66416675815651,-79.3801489917456,Coffee Shop,6.3
179,Church-Wellesley Village,43.6644381876,-79.3807103696,4bdc45fe2a3a0f47c31ab2b6,Alexander Wood Statue,43.66370219409484,-79.38030123823394,Sculpture Garden,6.3
180,Church-Wellesley Village,43.6644381876,-79.3807103696,4cccd8b3566aa093f46924fd,Flash,43.66431873076484,-79.38019013536531,Strip Club,6.3
181,Church-Wellesley Village,43.6644381876,-79.3807103696,4b5fdb7ff964a520ebce29e3,Express Pizza,43.66378730691813,-79.38022420876023,Pizza Place,
182,Little Portugal On Dundas,43.6495814939,-79.4313681391,51b350c3498ebff240f9a786,Easy Tiger,43.64961926577923,-79.43022426256454,Boutique,8.8
183,Little Portugal On Dundas,43.6495814939,-79.4313681391,54557a55498ea36c77f66390,Sukho Thai,43.64964167678855,-79.43025432767807,Thai Restaurant,8.5
184,Little Portugal On Dundas,43.6495814939,-79.4313681391,563c1b95cd108ec5a5dd5dce,Antler,43.64965241606716,-79.43054140300441,Restaurant,8.3
185,Little Portugal On Dundas,43.6495814939,-79.4313681391,54b8007e498ef19600db5634,lebel & crowe,43.64964678729659,-79.43167885033662,Health & Beauty Service,7.9
186,Little Portugal On Dundas,43.6495814939,-79.4313681391,55f36839498e8e26e5f0e48d,The Lockhart,43.6496102022578,-79.43121340799101,Cocktail Bar,7.9
187,Downtown Yonge,43.6573346474,-79.3817960334,5215491b11d2e36439600424,DAVIDsTEA,43.65697339589283,-79.38103961039258,Tea Room,8.6
188,Downtown Yonge,43.6573346474,-79.3817960334,4ad4c062f964a5200bf820e3,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop,8.5
189,Downtown Yonge,43.6573346474,-79.3817960334,4b32a8bdf964a5202d1125e3,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse,8.2
190,Downtown Yonge,43.6573346474,-79.3817960334,4ad4c061f964a52095f720e3,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant,8.0
191,Downtown Yonge,43.6573346474,-79.3817960334,506a2591e4b0961239b8c825,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café,8.0
192,Downtown Yonge,43.6573346474,-79.3817960334,5a55078bda5ede6ed9d73a62,Tokyo Smoke,43.65723,-79.38087,Coffee Shop,7.8
193,Downtown Yonge,43.6573346474,-79.3817960334,4ad4c064f964a5208ff820e3,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa,7.8
194,Downtown Yonge,43.6573346474,-79.3817960334,4adc9148f964a520512d21e3,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant,7.8
195,Downtown Yonge,43.6573346474,-79.3817960334,568dcf20498e1601e2f8b87f,Ali Baba's - Yonge north of Dundas,43.65791597172264,-79.38168923893144,Middle Eastern Restaurant,7.7
196,Downtown Yonge,43.6573346474,-79.3817960334,5064c3dde4b07c5a18986283,Five Guys,43.657116518476315,-79.38085267976494,Burger Joint,7.6
197,Downtown Yonge,43.6573346474,-79.3817960334,4afec2eef964a520373022e3,BMV Books,43.657047061091596,-79.38166061431659,Bookstore,7.4
198,Dovercourt Village,43.6664122479,-79.4317823541,528bc5a111d20301cc84ceaa,Hub Coffee Shop,43.66693153385268,-79.4315096260646,Coffee Shop,7.0
199,Dovercourt Village,43.6664122479,-79.4317823541,502f07b3e4b0eed9c361f484,Hawaii,43.66709967597604,-79.43146329130978,Bar,6.0
200,Dovercourt Village,43.6664122479,-79.4317823541,4b3f76a0f964a52047a725e3,Enterprise Rent-A-Car,43.66614597030787,-79.43076436770997,Rental Car Location,
201,Dovercourt Village,43.6664122479,-79.4317823541,4ca61cf97334236a8d851c58,Earthechoes,43.66695,-79.43196827,Pet Store,
202,Danforth Village,43.6890880392,-79.2959437724,4fc7fc3ae4b06bcb130dcb69,St. Clair Ice Cream,43.6895549178628,-79.2950373031766,Ice Cream Shop,7.6
203,Danforth Village,43.6890880392,-79.2959437724,4c8d2fadf87e224ba3873b05,Double Sushi,43.68947461214495,-79.29582755305405,Sushi Restaurant,6.7
204,Danforth Village,43.6890880392,-79.2959437724,4e009e2345dd1e4999db3060,RBC Royal Bank,43.68948904808594,-79.2965912825779,Bank,6.4
205,Danforth Village,43.6890880392,-79.2959437724,4b7ed401f964a5207e0230e3,Pizza Pizza,43.689536157639175,-79.2956846995394,Pizza Place,5.9
206,Danforth Village,43.6890880392,-79.2959437724,4c78f843794e224bdec96328,Danforth Lumber,43.688713,-79.296875,Construction & Landscaping,
207,Danforth Mosaic,43.6835921851,-79.3220804309,4dffdab7483b4557162392e3,Retro Burger,43.68388108900522,-79.32148429143008,Burger Joint,6.8
208,Danforth Mosaic,43.6835921851,-79.3220804309,4af5b483f964a5209cfb21e3,Sunset Grill,43.68363044666721,-79.32321153587844,Breakfast Spot,6.4
209,Danforth Mosaic,43.6835921851,-79.3220804309,4c3cccc9980320a12d2d8be4,TD Canada Trust,43.6841168,-79.3211826,Bank,5.9
210,Danforth Mosaic,43.6835921851,-79.3220804309,4af98e34f964a520471222e3,Shoppers Drug Mart,43.683956,-79.322268,Pharmacy,5.9
211,Danforth Mosaic,43.6835921851,-79.3220804309,4ad4c05cf964a520eef520e3,TKO's Sports Pub,43.68359202350455,-79.32321668866439,Bar,5.8
212,Danforth Mosaic,43.6835921851,-79.3220804309,4ca5f18a76d3a093e466fc6a,TTC Danforth Division,43.68335525233935,-79.32261120198943,Bus Station,
213,Danforth Mosaic,43.6835921851,-79.3220804309,4b3fb6cef964a52002ad25e3,Toronto Public Library - Danforth/Coxwell Branch,43.683839430988925,-79.32151708275289,Library,
214,College West,43.6521074648,-79.434729271,51b37cce498e15fcf838bc08,Brockton Haunt,43.65232065101618,-79.4339655300662,Coffee Shop,8.5
215,College West,43.6521074648,-79.434729271,4c0003d7f61ea593c529eb13,Pho Linh,43.65228962903497,-79.43406146756601,Vietnamese Restaurant,8.4
216,College West,43.6521074648,-79.434729271,57edb388498e96e11181bf46,Laylow Beer Bar & Eatery,43.652302,-79.433869,Beer Bar,7.2
217,College West,43.6521074648,-79.434729271,4ae4fa12f964a520dc9f21e3,Phoenix Pho,43.652134585548495,-79.43449466739331,Vietnamese Restaurant,6.4
218,Corso Italia,43.6771976106,-79.446374116,4b81a826f964a520c9b530e3,Rio 40 Graus,43.677328742764786,-79.44629832285649,Brazilian Restaurant,8.4
219,Corso Italia,43.6771976106,-79.446374116,4f14a5cbe4b072565fe420b4,Sushi California,43.67748014783461,-79.44553832423071,Sushi Restaurant,7.8
220,Corso Italia,43.6771976106,-79.446374116,4b24231ef964a520f36124e3,Tricolore,43.67748876402639,-79.44559859873063,Coffee Shop,
221,College Promenade,43.6539906996,-79.4245908138,4c9fb4d154c8a1cd0482994b,The Caledonian,43.6542680945971,-79.42349521727387,Whisky Bar,
222,College Promenade,43.6539906996,-79.4245908138,4b7b1b7ef964a520c6512fe3,Bake Shoppe,43.65421276652194,-79.42359022790981,Bakery,
223,College Promenade,43.6539906996,-79.4245908138,4b18570ef964a52023d123e3,Emmet Ray,43.65382472722055,-79.42568387802599,Bar,
224,College Promenade,43.6539906996,-79.4245908138,4b204b8ef964a520293024e3,Chiado,43.65413943375061,-79.42421432675377,Portuguese Restaurant,
225,College Promenade,43.6539906996,-79.4245908138,55397503498eba55eb77894f,Track & Field,43.65420433655965,-79.4237471978785,Sports Bar,
226,College Promenade,43.6539906996,-79.4245908138,4cdc69dcd4ecb1f7173f7f48,The Slow Room,43.654017716649335,-79.4244886980134,Coffee Shop,
227,College Promenade,43.6539906996,-79.4245908138,4b33900bf964a520cc1a25e3,la Fromagerie,43.654079702588795,-79.42436021154099,Restaurant,
228,College Promenade,43.6539906996,-79.4245908138,4baf76eff964a520ea013ce3,Black Knight Restaurant,43.654337,-79.423711,Restaurant,
229,Chinatown,43.6538550597,-79.3979935085,4af45a8af964a52097f121e3,Banh Mi Nguyen Huong,43.653628006211044,-79.3983759881993,Vietnamese Restaurant,8.5
230,Chinatown,43.6538550597,-79.3979935085,4b119787f964a520188023e3,Dumpling House,43.65386003934455,-79.3985583639792,Dumpling Restaurant,7.7
231,Chinatown,43.6538550597,-79.3979935085,4ba7e405f964a5203bbc39e3,Ajisen Ramen 味千拉麵,43.65391272417607,-79.39859327119643,Ramen Restaurant,7.4
232,Chinatown,43.6538550597,-79.3979935085,4ada4857f964a520df2021e3,House of Gourmet 滿庭芳,43.653273281195816,-79.39722973434182,Chinese Restaurant,7.3
233,Chinatown,43.6538550597,-79.3979935085,50a858cee4b09f72f304e4cc,Modo Fruit and Tea House,43.653280792641645,-79.39709574145786,Café,5.8
234,Cabbagetown,43.6643049675,-79.3691865379,4d2ba482068e8cfa15e7e44c,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub,8.7
235,Cabbagetown,43.6643049675,-79.3691865379,4b9c07a9f964a520b34236e3,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store,8.4
236,Cabbagetown,43.6643049675,-79.3691865379,4c3cbf2a933b0f47797fe421,Labour Of Love,43.663907,-79.368822,Gift Shop,8.2
237,Cabbagetown,43.6643049675,-79.3691865379,553c2ae7498e53f7c3086919,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant,7.9
238,Cabbagetown,43.6643049675,-79.3691865379,5240dfbc11d213427c8ec7d5,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant,7.3
239,Cabbagetown,43.6643049675,-79.3691865379,5532f36f498e09dc3233709d,Thai Room - Carlton,43.6641587260231,-79.36818872980979,Thai Restaurant,7.2
240,Cabbagetown,43.6643049675,-79.3691865379,4b6c81a1f964a5207d3f2ce3,Daniel et Daniel Event Creation & Catering,43.6643837,-79.3683282,Bakery,6.7
241,Cabbagetown,43.6643049675,-79.3691865379,4d8fbe82c479a35deebf6397,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718695,Pub,6.2
242,Cabbagetown,43.6643049675,-79.3691865379,4bca992068f976b017d35f83,China Gourmet,43.6641802410051,-79.36835925727236,Chinese Restaurant,6.1
243,Cabbagetown,43.6643049675,-79.3691865379,4add3e8bf964a520bb6421e3,Johnny G's,43.66456495893274,-79.36806027251208,Breakfast Spot,6.1
244,Cabbagetown,43.6643049675,-79.3691865379,59e2976e1c0b343a00575b66,Fancy Franks,43.664686,-79.368226,Hot Dog Joint,
245,Cabbagetown,43.6643049675,-79.3691865379,4b83f10af964a5208a1731e3,Me to We,43.66395287347868,-79.36883537699467,Office,
246,Broadview Danforth,43.6767009523,-79.3568959215,4ad4c062f964a520f2f720e3,The Danforth Music Hall,43.676338261234214,-79.35707059920209,Concert Hall,8.4
247,Broadview Danforth,43.6767009523,-79.3568959215,4ae4bc2ff964a520909d21e3,Urban Nails,43.676667789021906,-79.35660190332753,Spa,8.3
248,Broadview Danforth,43.6767009523,-79.3568959215,51520f12e4b0506736121eaf,Bulk Barn,43.67678989740336,-79.35586511284247,Grocery Store,8.1
249,Broadview Danforth,43.6767009523,-79.3568959215,5a6bd7ec6661160f9355c448,Sidebar,43.676441,-79.356745,Cocktail Bar,8.0
250,Broadview Danforth,43.6767009523,-79.3568959215,4ae28ad8f964a520ed8e21e3,The Old Nick,43.67634350317935,-79.3577749231676,Pub,7.9
251,Broadview Danforth,43.6767009523,-79.3568959215,4aec8fe3f964a520bcc821e3,Dough Bakeshop,43.67664308520287,-79.35684634585105,Bakery,7.9
252,Broadview Danforth,43.6767009523,-79.3568959215,4ada126ff964a520041e21e3,Allen's,43.67644563314147,-79.3573034983213,Burger Joint,7.5
253,Broadview Danforth,43.6767009523,-79.3568959215,4ae5a09bf964a52024a121e3,Small Wonders Pet Emporium,43.67649384673413,-79.35761244096778,Pet Store,7.3
254,Broadview Danforth,43.6767009523,-79.3568959215,4ae29a5cf964a5202f8f21e3,Dora Keogh,43.676417604443785,-79.35738039821362,Pub,7.3
255,Broadview Danforth,43.6767009523,-79.3568959215,4d28fa67ebacb1f7f37ff64f,Factory Girl,43.67669287762859,-79.35629876225282,American Restaurant,7.0
256,Broadview Danforth,43.6767009523,-79.3568959215,4bc0ea4df8219c74807ab210,LCBO,43.676815838008714,-79.35604671347544,Liquor Store,6.9
257,Broadview Danforth,43.6767009523,-79.3568959215,4aec8f12f964a520bac821e3,Energia Athletics,43.67663206950107,-79.35723982439202,Gym,6.8
258,Broadview Danforth,43.6767009523,-79.3568959215,4ae8ef4ef964a52083b321e3,Shoppers Drug Mart,43.676676,-79.356949,Pharmacy,5.9
259,Broadview Danforth,43.6767009523,-79.3568959215,553cf088498ee0f8367c9f91,de la mer,43.676878393717374,-79.35628833898993,Gourmet Shop,
260,Long Branch,43.5959835335,-79.5266423468,5d398bf2ce27df00084b2361,Cloud Heads,43.5959884,-79.5255451,Grocery Store,
261,Queen Street West,43.6488325323,-79.3961890413,55a9c018498e8b05f7f870f1,Alo,43.64857357946059,-79.39624325999638,French Restaurant,9.3
262,Queen Street West,43.6488325323,-79.3961890413,59ebd72f95a722043bcbc712,Aloette,43.648380956878,-79.39618583130652,Restaurant,9.0
263,Queen Street West,43.6488325323,-79.3961890413,4edeae9d61af80fe89aa3f54,Banh Mi Boys,43.648649805139854,-79.39685914804579,Sandwich Place,9.0
264,Queen Street West,43.6488325323,-79.3961890413,4ad4c05cf964a5200ff620e3,Fresh On Spadina,43.648048207763615,-79.39600791264331,Vegetarian / Vegan Restaurant,8.8
265,Queen Street West,43.6488325323,-79.3961890413,4ad4c063f964a5205cf820e3,Get Outside,43.6488482587458,-79.39577748658837,Shoe Store,8.4
266,Queen Street West,43.6488325323,-79.3961890413,4b23f76cf964a520035e24e3,EB Games,43.6489361368077,-79.3953942781761,Video Game Store,8.0
267,Queen Street West,43.6488325323,-79.3961890413,5632af4b498ee60496a2d7db,Kupfert & Kim,43.64794381005563,-79.39612137378384,Vegetarian / Vegan Restaurant,8.0
268,Queen Street West,43.6488325323,-79.3961890413,4c8e727b58668cfa1925d2ec,Le Gourmand Café,43.648282339042105,-79.39623145239167,Café,7.9
269,Queen Street West,43.6488325323,-79.3961890413,5afda69cfe0e2a002455224b,My Roti Place,43.648663,-79.397306,Indian Restaurant,7.8
270,Queen Street West,43.6488325323,-79.3961890413,5209947a11d24085eb84660d,Saffron Spice Kitchen,43.648568280297056,-79.39728377466099,Sri Lankan Restaurant,7.8
271,Queen Street West,43.6488325323,-79.3961890413,55fe012b498e89e60e8e6298,Kekou Gelato House,43.648651876492046,-79.39690109356265,Ice Cream Shop,7.8
272,Queen Street West,43.6488325323,-79.3961890413,585d982bd8b0ed6559627880,Square Fish,43.648451,-79.397267,Seafood Restaurant,7.8
273,Queen Street West,43.6488325323,-79.3961890413,4ad898edf964a520ac1221e3,Jules Bistro,43.64814889137778,-79.39606139334786,French Restaurant,7.7
274,Queen Street West,43.6488325323,-79.3961890413,4ad8a3a1f964a520231321e3,Fusaro's Kitchen,43.64811852414678,-79.396060378564,Sandwich Place,7.7
275,Queen Street West,43.6488325323,-79.3961890413,4ad4c05cf964a52007f620e3,Horseshoe Tavern,43.6493390929762,-79.3959763512841,Music Venue,7.7
276,Queen Street West,43.6488325323,-79.3961890413,51aa63f1498e59e83d4f9319,The Burger's Priest,43.64838074263633,-79.3972643490738,Fast Food Restaurant,7.4
277,Queen Street West,43.6488325323,-79.3961890413,539789cb498e6ed2a08eeafb,KINTON RAMEN,43.648705139567284,-79.39728052502396,Ramen Restaurant,7.2
278,Queen Street West,43.6488325323,-79.3961890413,4ae348bef964a520da9221e3,King Textiles,43.64835171781331,-79.39612557779067,Arts & Crafts Store,7.2
279,Bloordale Village,43.6586576414,-79.4395375731,539df284498e79c67475ac1c,Home Baking Co.,43.65898788530857,-79.43986431030915,Bakery,8.2
280,Bloordale Village,43.6586576414,-79.4395375731,51f7efd4498ed61c0dd98f55,Brock Sandwich,43.65884589365906,-79.44052108283755,Sandwich Place,8.2
281,Bloordale Village,43.6586576414,-79.4395375731,5013037be4b0ad6ab2229394,Haven,43.65930275367427,-79.43877069434039,Café,7.7
282,Bloordale Village,43.6586576414,-79.4395375731,54b0637b498e961bab949e92,The 47,43.65890754807341,-79.4399735663485,Bar,7.6
283,Bloordale Village,43.6586576414,-79.4395375731,4eb4ea68e5e874370504af98,Bar Neon,43.659091096899985,-79.43924225757398,Cocktail Bar,7.5
284,Bloordale Village,43.6586576414,-79.4395375731,507990dce4b08ac08df130ac,TOWN,43.659218,-79.439124,Gift Shop,7.5
285,Bloordale Village,43.6586576414,-79.4395375731,4be1fc53edbb0f47b86aa715,Dueling Grounds,43.65900814175908,-79.43931321856044,Toy / Game Store,7.1
286,Bloordale Village,43.6586576414,-79.4395375731,4ce829a9f1c6236a021e5ef0,Nuthouse,43.65889010544863,-79.44047496145996,Grocery Store,6.5
287,Bloordale Village,43.6586576414,-79.4395375731,4b7f4c73f964a520db2530e3,Duffy's Tavern,43.6590848862044,-79.43973840358635,Bar,5.6
288,Bloordale Village,43.6586576414,-79.4395375731,530fe876498e4f30d9b92c48,Duffy's Diner,43.65901948050465,-79.4393936737612,Diner,5.6
289,Bloordale Village,43.6586576414,-79.4395375731,5596fbea498e31f93b267bed,Dead Dog Records,43.658928,-79.439948,Music Store,
290,Bloordale Village,43.6586576414,-79.4395375731,4cacfd40f47ea1435f189621,Ransack the Universe,43.658907,-79.439894,Thrift / Vintage Store,
291,Junction Gardens,43.665684525,-79.4669402923,4edbcf3c9911a3e78eda3a4a,ARTiculations,43.6655499084009,-79.46719380367311,Arts & Crafts Store,8.2
292,Junction Gardens,43.665684525,-79.4669402923,4b476502f964a520c73026e3,Mjölk,43.665432436685634,-79.46796194112322,Furniture / Home Store,8.1
293,Junction Gardens,43.665684525,-79.4669402923,4fca123ae4b074f1b029227c,Junction Farmers' Market,43.665486628304485,-79.46811754565887,Flea Market,7.7
294,Junction Gardens,43.665684525,-79.4669402923,4ae1ce4af964a520938721e3,The Beet Organic Café,43.665339657389666,-79.46713655678533,Café,7.7
295,Junction Gardens,43.665684525,-79.4669402923,51cdd40d8bbd6d752d5c8694,Full Stop,43.66554719312273,-79.46786243242255,Café,7.7
296,Junction Gardens,43.665684525,-79.4669402923,53797f59498eb0a224aa40f4,Junction City Music Hall,43.66533428942121,-79.46625298427486,Music Venue,7.6
297,Junction Gardens,43.665684525,-79.4669402923,4b772204f964a520a2802ee3,Pandemonium,43.6655328625076,-79.46693103427353,Bookstore,7.2
298,Junction Gardens,43.665684525,-79.4669402923,4c0d82f17189c9289124d7b6,Silk,43.66529073542964,-79.46623843808621,Thai Restaurant,7.0
299,Junction Gardens,43.665684525,-79.4669402923,4b5c9f05f964a520643a29e3,Pascal's Baguette & Bagels,43.665426,-79.466176,Bakery,6.4
300,shoptheQueensway.com,43.6231989045,-79.5140051914,5575ea84498ecb9985bf6143,Appalachia BBQ,43.624034279834504,-79.51407881550968,BBQ Joint,
301,The Eglinton Way,43.703903306,-79.4119729301,4b117b8bf964a520817d23e3,Ferraro,43.70365527780529,-79.41316673153752,Italian Restaurant,7.5
302,The Eglinton Way,43.703903306,-79.4119729301,4c6fec0eb3ce224b581b72c6,Phipps Bakery Cafe,43.704116466227575,-79.41113522499343,Bakery,7.4
303,The Eglinton Way,43.703903306,-79.4119729301,4b107e81f964a520b07123e3,EDO,43.703753667738965,-79.41280203647945,Japanese Restaurant,7.3
304,The Eglinton Way,43.703903306,-79.4119729301,4ae99f04f964a52061b521e3,Starbucks,43.704171,-79.411887,Coffee Shop,6.7
305,The Eglinton Way,43.703903306,-79.4119729301,4beae92aa9900f47e81b1740,TD Canada Trust,43.70402595885575,-79.41258256489618,Bank,6.6
306,The Eglinton Way,43.703903306,-79.4119729301,53176b3c498ea85f5f4bf5a6,The Bagel House,43.70398896337057,-79.41176966913828,Bagel Shop,5.8
307,The Eglinton Way,43.703903306,-79.4119729301,4bf0273851f2c9b6d741f192,Dave Young Fruit Market,43.70368364563903,-79.41306336062313,Fruit & Vegetable Store,
308,The Eglinton Way,43.703903306,-79.4119729301,4c6c21e223c1a1cdc5b418cf,eMbody Fitness,43.70381312802871,-79.41289506065425,Gym,
309,West Queen West,43.6440970404,-79.4170315653,52337d3411d24d504a47b3b4,BYOB Cocktail Emporium,43.64444685441145,-79.41775729184432,Miscellaneous Shop,8.4
310,West Queen West,43.6440970404,-79.4170315653,548b737b498ecb54daabf7dd,Hanji,43.644664910209585,-79.41642916229416,Gift Shop,8.2
311,West Queen West,43.6440970404,-79.4170315653,4ccad6f519f376b0dc625eea,Oliver Spencer Toronto,43.64458414825985,-79.41713407461256,Men's Store,7.7
312,West Queen West,43.6440970404,-79.4170315653,4e7dfa0fe5e871fe304ad004,The County General,43.64475517040364,-79.41625699799329,Southern / Soul Food Restaurant,7.5
313,West Queen West,43.6440970404,-79.4170315653,4b79f533f964a520881c2fe3,Fred Perry Toronto,43.64448271279942,-79.41720025480164,Men's Store,7.2
314,West Queen West,43.6440970404,-79.4170315653,52895d55498efc781acbedc6,Fonda Lola,43.64463289430475,-79.41654631713303,Mexican Restaurant,6.7
315,York-Eglinton,43.6969887067,-79.4453700435,4f906ab0e4b05b1cb788a35e,Wing Machine,43.696657091448316,-79.44513201713562,Wings Joint,
316,York-Eglinton,43.6969887067,-79.4453700435,4dbb05154b222080d36d3d2f,Roti King West Indian Restaurant,43.69659146611285,-79.44578413818525,Caribbean Restaurant,
317,Uptown Yonge,43.7136704362,-79.399738257,4f4d31aee4b0ef284ae397ea,Himalayan Java,43.713486181375714,-79.39981137215881,Café,8.6
318,Uptown Yonge,43.7136704362,-79.399738257,4b8b0260f964a520178e32e3,Classico Louie's Pizzeria,43.71331640391565,-79.39968361029854,Pizza Place,8.0
319,Uptown Yonge,43.7136704362,-79.399738257,51606062e4b0878cf540f4a2,Barreworks,43.71407030751952,-79.40010911522093,Yoga Studio,7.7
320,Uptown Yonge,43.7136704362,-79.399738257,4db86d7cfc608240bc2cbb99,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner,7.7
321,Uptown Yonge,43.7136704362,-79.399738257,515f21e5e4b03c1e772c36c7,Sushi Shop,43.713861,-79.400093,Restaurant,7.5
322,Uptown Yonge,43.7136704362,-79.399738257,4b168a88f964a52028ba23e3,lululemon,43.7134783384539,-79.4000817882245,Clothing Store,7.4
323,Uptown Yonge,43.7136704362,-79.399738257,51181178e4b02a04c18305e4,Sport Chek Yonge Street,43.71286036122824,-79.39961123505314,Sporting Goods Shop,7.0
324,Uptown Yonge,43.7136704362,-79.399738257,4b91b80af964a52061d233e3,Sorn Thai Restaurant,43.71342536407308,-79.3997986108434,Thai Restaurant,6.7
325,Uptown Yonge,43.7136704362,-79.399738257,5173d673498e2324a87f059e,Yonge St 10k,43.7128820066155,-79.39973871036027,Athletics & Sports,
326,Uptown Yonge,43.7136704362,-79.399738257,4b19614ef964a5204cdc23e3,Bark & Fitz,43.713655,-79.399763,Pet Store,
327,Upper Village,43.7000315455,-79.4299927707,4b43d345f964a5202deb25e3,Jerusalem Restaurant,43.70024147908061,-79.42895714630743,Middle Eastern Restaurant,8.0
328,Upper Village,43.7000315455,-79.4299927707,4bb7f85f3db7b71337dc209a,Il Mulino,43.69997901146859,-79.43071961082923,Italian Restaurant,7.0
329,Upper Village,43.7000315455,-79.4299927707,4bef2522d1b7d13ad065cdec,Subway,43.70034288090012,-79.42975945543918,Sandwich Place,6.3
330,Upper Village,43.7000315455,-79.4299927707,4c9171e357e5b60c12f3601c,Thirsty Fox Pub,43.70007766000426,-79.4300835905634,Gastropub,6.2
331,Upper Village,43.7000315455,-79.4299927707,4b6626d8f964a52083162be3,Bistro Grande,43.70020876192952,-79.42959006976555,Restaurant,
332,Upper Village,43.7000315455,-79.4299927707,4c02b21ef56c2d7f52cc1b66,What A Bagel,43.700199,-79.429591,Bagel Shop,
333,Upper Village,43.7000315455,-79.4299927707,4b608c05f964a520eaec29e3,Bagel Brigade,43.70028,-79.4294,Bagel Shop,
334,Upper Village,43.7000315455,-79.4299927707,515b1680e4b0bfa891cd6928,Pizzaiolo,43.70024186133505,-79.42884816263991,Pizza Place,
335,Toronto Entertainment District,43.6445951302,-79.3885818222,4ad4c062f964a520bdf720e3,Glenn Gould Studio,43.64424623197815,-79.38799044404566,Concert Hall,7.6
336,Toronto Entertainment District,43.6445951302,-79.3885818222,5388921e498e450b0a21af23,Starbucks,43.64384835497603,-79.38920385807815,Coffee Shop,6.9
337,Toronto Entertainment District,43.6445951302,-79.3885818222,4cd9abea6e8b5941cae664d2,Second Cup,43.644161281398546,-79.3879345015463,Coffee Shop,6.3
338,Toronto Entertainment District,43.6445951302,-79.3885818222,4fd0a496e4b051e179c5809c,Second Cup,43.644208447447035,-79.38774863990749,Café,6.2
339,Toronto Entertainment District,43.6445951302,-79.3885818222,4dde735f7d8bb03c06b3db73,Boston Pizza,43.64405883528329,-79.38881541663336,Pizza Place,6.1
340,The Kingsway,43.6475171713,-79.5108497581,4b114971f964a520c17923e3,Creme de la Creme,43.64775285940716,-79.50990378136584,Breakfast Spot,8.0
341,The Kingsway,43.6475171713,-79.5108497581,4ba55cedf964a52051ff38e3,Vibo,43.64741175098659,-79.51008162456107,Italian Restaurant,8.0
342,The Kingsway,43.6475171713,-79.5108497581,4bdb69923904a593654e4a9e,Merlot,43.647685147998615,-79.51040103221865,French Restaurant,7.6
343,The Kingsway,43.6475171713,-79.5108497581,4b0730c9f964a52039f922e3,Green Mango,43.64769770000115,-79.51067655132923,Thai Restaurant,7.5
344,The Kingsway,43.6475171713,-79.5108497581,4e39847881dc123313658c5d,La Veranda Osteria,43.64763812741427,-79.5114418356262,Italian Restaurant,7.1
345,The Kingsway,43.6475171713,-79.5108497581,4b6dd0a0f964a52079922ce3,Shoppers Drug Mart,43.647623,-79.51086,Pharmacy,6.9
346,The Kingsway,43.6475171713,-79.5108497581,4e627664a80951b31884cc6b,Second Cup,43.647737830740084,-79.51077342607482,Café,6.5
347,The Kingsway,43.6475171713,-79.5108497581,4af49c25f964a52050f421e3,Just Greek,43.64767648165556,-79.51053321211081,Greek Restaurant,6.5
348,The Kingsway,43.6475171713,-79.5108497581,4b0331f5f964a520654d22e3,Rogers,43.64708,-79.51155,Mobile Phone Shop,5.6
349,The Kingsway,43.6475171713,-79.5108497581,4c607a6a90b2c9b613e33c22,Royal York Subway Station Kiss and Ride,43.647764795418645,-79.51134632243466,Metro Station,
350,The Kingsway,43.6475171713,-79.5108497581,4bd38cd8caff95213d3ed5f0,Hong Kong Gardens,43.647513339956674,-79.50987846601693,Chinese Restaurant,
351,The Kingsway,43.6475171713,-79.5108497581,4bf850eb8d30d13a558e0018,Youngs Grocery,43.64769987646607,-79.51074051427771,Grocery Store,
352,Yonge Lawrence Village,43.7299843885,-79.4034778928,4f777d6ce4b0e91fa702b618,STACK,43.72931098021923,-79.40324105170586,BBQ Joint,7.9
353,Yonge Lawrence Village,43.7299843885,-79.4034778928,4b5b36f8f964a520beeb28e3,Patisserie Sebastien,43.73080662573705,-79.40382316180315,Bakery,7.5
354,Yonge Lawrence Village,43.7299843885,-79.4034778928,4de2d72718385df2b02e57d5,Riz North,43.730791502496054,-79.40371860011433,Asian Restaurant,7.5
355,Yonge Lawrence Village,43.7299843885,-79.4034778928,4b5e2dbcf964a520f88129e3,Gamberoni,43.72951504502395,-79.40347684255251,Italian Restaurant,7.0
356,Yonge Lawrence Village,43.7299843885,-79.4034778928,4ae1ea98f964a520b88821e3,Starbucks,43.72982,-79.40365,Coffee Shop,6.9
